cycle_id,condition,timestamp,temperature_C,humidity_pct,soil_moisture_pct,moisture_trend,light_lux,hour_of_day,hours_remaining,urgency_class
indoor_cycle01,indoor,2026-07-02 13:00:00,27.49,58.74,63.56,-3.0600000000000023,184.8,13,44.0,Soon
indoor_cycle01,indoor,2026-07-02 14:00:00,27.28,49.91,62.38,-3.219999999999992,207.5,14,43.0,Soon
indoor_cycle01,indoor,2026-07-02 15:00:00,27.54,50.96,61.86,-2.769999999999996,206.3,15,42.0,Soon
indoor_cycle01,indoor,2026-07-02 16:00:00,27.1,59.23,61.11,-2.450000000000003,150.2,16,41.0,Soon
indoor_cycle01,indoor,2026-07-02 17:00:00,26.45,53.09,60.21,-2.1700000000000017,129.3,17,40.0,Soon
indoor_cycle01,indoor,2026-07-02 18:00:00,25.36,56.18,58.89,-2.969999999999999,131.6,18,39.0,Soon
indoor_cycle01,indoor,2026-07-02 19:00:00,25.53,54.19,58.41,-2.700000000000003,166.3,19,38.0,Soon
indoor_cycle01,indoor,2026-07-02 20:00:00,26.14,58.27,57.51,-2.700000000000003,117.9,20,37.0,Soon
indoor_cycle01,indoor,2026-07-02 21:00:00,26.16,56.95,57.05,-1.8400000000000036,125.3,21,36.0,Soon
indoor_cycle01,indoor,2026-07-02 22:00:00,26.31,55.74,56.1,-2.309999999999995,155.0,22,35.0,Soon
indoor_cycle01,indoor,2026-07-02 23:00:00,25.59,55.58,55.46,-2.049999999999997,155.9,23,34.0,Soon
indoor_cycle01,indoor,2026-07-03 00:00:00,27.12,56.18,54.42,-2.6299999999999955,126.2,0,33.0,Soon
indoor_cycle01,indoor,2026-07-03 01:00:00,25.42,56.97,53.81,-2.289999999999999,173.2,1,32.0,Soon
indoor_cycle01,indoor,2026-07-03 02:00:00,26.58,56.03,52.4,-3.0600000000000023,166.4,2,31.0,Soon
indoor_cycle01,indoor,2026-07-03 03:00:00,25.85,53.12,51.79,-2.6300000000000026,132.2,3,30.0,Soon
indoor_cycle01,indoor,2026-07-03 04:00:00,25.95,55.85,50.69,-3.1200000000000045,155.5,4,29.0,Soon
indoor_cycle01,indoor,2026-07-03 05:00:00,26.01,58.63,49.03,-3.369999999999997,144.7,5,28.0,Soon
indoor_cycle01,indoor,2026-07-03 06:00:00,26.38,52.86,48.03,-3.759999999999998,128.6,6,27.0,Soon
indoor_cycle01,indoor,2026-07-03 07:00:00,26.25,56.14,47.17,-3.519999999999996,169.8,7,26.0,Soon
indoor_cycle01,indoor,2026-07-03 08:00:00,26.24,49.96,46.0,-3.030000000000001,161.1,8,25.0,Soon
indoor_cycle01,indoor,2026-07-03 09:00:00,27.19,50.12,44.94,-3.0900000000000034,181.7,9,24.0,Soon
indoor_cycle01,indoor,2026-07-03 10:00:00,26.77,53.22,44.33,-2.8400000000000034,185.8,10,23.0,Urgent
indoor_cycle01,indoor,2026-07-03 11:00:00,27.66,53.99,43.04,-2.960000000000001,210.3,11,22.0,Urgent
indoor_cycle01,indoor,2026-07-03 12:00:00,26.67,50.16,41.9,-3.039999999999999,200.3,12,21.0,Urgent
indoor_cycle01,indoor,2026-07-03 13:00:00,27.76,62.22,40.59,-3.739999999999995,200.1,13,20.0,Urgent
indoor_cycle01,indoor,2026-07-03 14:00:00,27.87,54.46,39.4,-3.640000000000001,178.3,14,19.0,Urgent
indoor_cycle01,indoor,2026-07-03 15:00:00,26.6,52.64,38.44,-3.460000000000001,168.6,15,18.0,Urgent
indoor_cycle01,indoor,2026-07-03 16:00:00,28.14,49.08,38.01,-2.5800000000000054,183.7,16,17.0,Urgent
indoor_cycle01,indoor,2026-07-03 17:00:00,26.11,57.08,37.45,-1.949999999999996,161.6,17,16.0,Urgent
indoor_cycle01,indoor,2026-07-03 18:00:00,25.57,56.7,36.53,-1.9099999999999968,135.4,18,15.0,Urgent
indoor_cycle01,indoor,2026-07-03 19:00:00,26.03,53.37,35.49,-2.519999999999996,192.9,19,14.0,Urgent
indoor_cycle01,indoor,2026-07-03 20:00:00,24.78,55.47,34.39,-3.0600000000000023,136.8,20,13.0,Urgent
indoor_cycle01,indoor,2026-07-03 21:00:00,25.52,54.71,33.28,-3.25,160.1,21,12.0,Urgent
indoor_cycle01,indoor,2026-07-03 22:00:00,25.28,54.16,32.62,-2.8700000000000045,140.5,22,11.0,Urgent
indoor_cycle01,indoor,2026-07-03 23:00:00,27.06,56.01,31.5,-2.890000000000001,124.8,23,10.0,Urgent
indoor_cycle01,indoor,2026-07-04 00:00:00,27.27,57.58,30.79,-2.490000000000002,119.6,0,9.0,Urgent
indoor_cycle01,indoor,2026-07-04 01:00:00,26.76,53.23,29.71,-2.9099999999999966,158.9,1,8.0,Urgent
indoor_cycle01,indoor,2026-07-04 02:00:00,25.44,54.85,29.17,-2.3299999999999983,85.2,2,7.0,Urgent
indoor_cycle01,indoor,2026-07-04 03:00:00,25.85,51.88,28.75,-2.039999999999999,182.6,3,6.0,Urgent
indoor_cycle01,indoor,2026-07-04 04:00:00,25.74,55.33,28.33,-1.3800000000000026,178.8,4,5.0,Urgent
indoor_cycle01,indoor,2026-07-04 05:00:00,26.7,55.03,27.34,-1.8300000000000016,130.4,5,4.0,Urgent
indoor_cycle01,indoor,2026-07-04 06:00:00,26.12,53.5,26.61,-2.140000000000001,151.4,6,3.0,Urgent
indoor_cycle01,indoor,2026-07-04 07:00:00,26.46,56.01,26.09,-2.2399999999999984,192.1,7,2.0,Urgent
indoor_cycle01,indoor,2026-07-04 08:00:00,28.03,48.87,25.0,-2.34,167.0,8,1.0,Urgent
indoor_cycle01,indoor,2026-07-04 09:00:00,27.23,51.68,24.21,-2.3999999999999986,174.1,9,0.0,Urgent
indoor_cycle02,indoor,2026-07-04 15:00:00,27.05,53.53,86.16,-3.0700000000000074,203.8,15,70.0,Not_Urgent
indoor_cycle02,indoor,2026-07-04 16:00:00,27.08,53.24,84.92,-3.1499999999999915,165.6,16,69.0,Not_Urgent
indoor_cycle02,indoor,2026-07-04 17:00:00,26.88,56.39,84.03,-2.890000000000001,186.5,17,68.0,Not_Urgent
indoor_cycle02,indoor,2026-07-04 18:00:00,26.41,54.22,83.22,-2.9399999999999977,156.5,18,67.0,Not_Urgent
indoor_cycle02,indoor,2026-07-04 19:00:00,26.06,56.49,81.74,-3.180000000000007,133.6,19,66.0,Not_Urgent
indoor_cycle02,indoor,2026-07-04 20:00:00,25.4,51.96,80.65,-3.3799999999999955,173.2,20,65.0,Not_Urgent
indoor_cycle02,indoor,2026-07-04 21:00:00,26.37,56.57,80.07,-3.1500000000000057,149.8,21,64.0,Not_Urgent
indoor_cycle02,indoor,2026-07-04 22:00:00,26.05,53.31,79.27,-2.469999999999999,169.5,22,63.0,Not_Urgent
indoor_cycle02,indoor,2026-07-04 23:00:00,25.5,54.2,78.59,-2.0600000000000023,158.3,23,62.0,Not_Urgent
indoor_cycle02,indoor,2026-07-05 00:00:00,25.51,55.61,77.89,-2.1799999999999926,154.9,0,61.0,Not_Urgent
indoor_cycle02,indoor,2026-07-05 01:00:00,25.72,55.58,77.46,-1.8100000000000025,121.0,1,60.0,Not_Urgent
indoor_cycle02,indoor,2026-07-05 02:00:00,25.57,54.47,76.17,-2.4200000000000017,156.2,2,59.0,Not_Urgent
indoor_cycle02,indoor,2026-07-05 03:00:00,26.51,54.6,75.62,-2.269999999999996,149.6,3,58.0,Not_Urgent
indoor_cycle02,indoor,2026-07-05 04:00:00,25.99,54.28,75.02,-2.4399999999999977,156.5,4,57.0,Not_Urgent
indoor_cycle02,indoor,2026-07-05 05:00:00,26.31,58.83,74.05,-2.1200000000000045,147.8,5,56.0,Not_Urgent
indoor_cycle02,indoor,2026-07-05 06:00:00,26.41,54.0,73.19,-2.430000000000007,154.5,6,55.0,Not_Urgent
indoor_cycle02,indoor,2026-07-05 07:00:00,26.45,52.42,72.16,-2.8599999999999994,160.8,7,54.0,Not_Urgent
indoor_cycle02,indoor,2026-07-05 08:00:00,27.62,56.15,71.48,-2.569999999999993,213.1,8,53.0,Not_Urgent
indoor_cycle02,indoor,2026-07-05 09:00:00,27.58,53.69,70.78,-2.4099999999999966,222.1,9,52.0,Not_Urgent
indoor_cycle02,indoor,2026-07-05 10:00:00,26.8,51.34,69.98,-2.1799999999999926,142.2,10,51.0,Not_Urgent
indoor_cycle02,indoor,2026-07-05 11:00:00,26.99,52.96,68.44,-3.0400000000000063,195.5,11,50.0,Not_Urgent
indoor_cycle02,indoor,2026-07-05 12:00:00,28.07,51.06,67.31,-3.469999999999999,172.0,12,49.0,Not_Urgent
indoor_cycle02,indoor,2026-07-05 13:00:00,26.66,57.16,66.48,-3.5,212.2,13,48.0,Not_Urgent
indoor_cycle02,indoor,2026-07-05 14:00:00,26.27,56.22,65.15,-3.289999999999992,182.4,14,47.0,Soon
indoor_cycle02,indoor,2026-07-05 15:00:00,26.1,51.73,64.2,-3.1099999999999994,178.4,15,46.0,Soon
indoor_cycle02,indoor,2026-07-05 16:00:00,26.48,55.31,63.33,-3.1500000000000057,148.6,16,45.0,Soon
indoor_cycle02,indoor,2026-07-05 17:00:00,26.46,55.64,62.78,-2.3700000000000045,174.6,17,44.0,Soon
indoor_cycle02,indoor,2026-07-05 18:00:00,25.08,58.19,62.15,-2.0500000000000043,156.6,18,43.0,Soon
indoor_cycle02,indoor,2026-07-05 19:00:00,26.93,55.29,61.28,-2.049999999999997,173.6,19,42.0,Soon
indoor_cycle02,indoor,2026-07-05 20:00:00,27.24,59.39,60.14,-2.640000000000001,145.0,20,41.0,Soon
indoor_cycle02,indoor,2026-07-05 21:00:00,26.39,58.42,59.09,-3.059999999999995,130.7,21,40.0,Soon
indoor_cycle02,indoor,2026-07-05 22:00:00,26.64,50.6,58.85,-2.43,126.3,22,39.0,Soon
indoor_cycle02,indoor,2026-07-05 23:00:00,25.84,56.79,57.98,-2.160000000000004,180.0,23,38.0,Soon
indoor_cycle02,indoor,2026-07-06 00:00:00,26.98,51.55,57.14,-1.9500000000000028,115.9,0,37.0,Soon
indoor_cycle02,indoor,2026-07-06 01:00:00,26.23,54.92,56.32,-2.530000000000001,108.7,1,36.0,Soon
indoor_cycle02,indoor,2026-07-06 02:00:00,25.22,56.67,55.75,-2.229999999999997,157.3,2,35.0,Soon
indoor_cycle02,indoor,2026-07-06 03:00:00,25.69,52.35,54.61,-2.530000000000001,148.7,3,34.0,Soon
indoor_cycle02,indoor,2026-07-06 04:00:00,25.41,56.26,54.0,-2.3200000000000003,139.4,4,33.0,Soon
indoor_cycle02,indoor,2026-07-06 05:00:00,25.94,52.41,53.51,-2.240000000000002,138.9,5,32.0,Soon
indoor_cycle02,indoor,2026-07-06 06:00:00,27.18,55.09,52.6,-2.009999999999998,136.0,6,31.0,Soon
indoor_cycle02,indoor,2026-07-06 07:00:00,26.32,53.8,51.49,-2.509999999999998,172.6,7,30.0,Soon
indoor_cycle02,indoor,2026-07-06 08:00:00,26.43,52.31,51.26,-2.25,164.5,8,29.0,Soon
indoor_cycle02,indoor,2026-07-06 09:00:00,26.15,56.65,50.4,-2.200000000000003,211.2,9,28.0,Soon
indoor_cycle02,indoor,2026-07-06 10:00:00,27.64,53.61,49.1,-2.390000000000001,246.2,10,27.0,Soon
indoor_cycle02,indoor,2026-07-06 11:00:00,27.37,50.2,48.07,-3.1899999999999977,156.5,11,26.0,Soon
indoor_cycle02,indoor,2026-07-06 12:00:00,27.05,48.94,47.42,-2.979999999999997,177.1,12,25.0,Soon
indoor_cycle02,indoor,2026-07-06 13:00:00,28.46,54.79,46.0,-3.1000000000000014,188.5,13,24.0,Soon
indoor_cycle02,indoor,2026-07-06 14:00:00,27.35,50.68,44.88,-3.1899999999999977,215.1,14,23.0,Urgent
indoor_cycle02,indoor,2026-07-06 15:00:00,26.44,52.76,44.35,-3.0700000000000003,160.8,15,22.0,Urgent
indoor_cycle02,indoor,2026-07-06 16:00:00,27.31,58.52,43.27,-2.729999999999997,142.0,16,21.0,Urgent
indoor_cycle02,indoor,2026-07-06 17:00:00,26.0,53.14,42.64,-2.240000000000002,148.5,17,20.0,Urgent
indoor_cycle02,indoor,2026-07-06 18:00:00,26.03,52.92,41.81,-2.539999999999999,155.4,18,19.0,Urgent
indoor_cycle02,indoor,2026-07-06 19:00:00,25.86,52.73,40.73,-2.5400000000000063,138.5,19,18.0,Urgent
indoor_cycle02,indoor,2026-07-06 20:00:00,26.3,52.56,39.66,-2.980000000000004,152.0,20,17.0,Urgent
indoor_cycle02,indoor,2026-07-06 21:00:00,25.0,56.36,38.64,-3.1700000000000017,136.7,21,16.0,Urgent
indoor_cycle02,indoor,2026-07-06 22:00:00,25.54,50.49,37.77,-2.9599999999999937,117.4,22,15.0,Urgent
indoor_cycle02,indoor,2026-07-06 23:00:00,26.16,52.74,37.42,-2.239999999999995,162.8,23,14.0,Urgent
indoor_cycle02,indoor,2026-07-07 00:00:00,25.96,51.97,36.56,-2.0799999999999983,137.0,0,13.0,Urgent
indoor_cycle02,indoor,2026-07-07 01:00:00,25.48,54.04,35.88,-1.8900000000000008,170.1,1,12.0,Urgent
indoor_cycle02,indoor,2026-07-07 02:00:00,26.5,52.18,34.6,-2.8200000000000003,160.6,2,11.0,Urgent
indoor_cycle02,indoor,2026-07-07 03:00:00,24.52,53.01,33.81,-2.75,161.5,3,10.0,Urgent
indoor_cycle02,indoor,2026-07-07 04:00:00,26.22,53.49,33.0,-2.8800000000000026,151.7,4,9.0,Urgent
indoor_cycle02,indoor,2026-07-07 05:00:00,26.7,55.64,32.28,-2.3200000000000003,156.8,5,8.0,Urgent
indoor_cycle02,indoor,2026-07-07 06:00:00,25.71,53.92,31.55,-2.2600000000000016,157.9,6,7.0,Urgent
indoor_cycle02,indoor,2026-07-07 07:00:00,26.56,59.54,30.77,-2.2300000000000004,177.8,7,6.0,Urgent
indoor_cycle02,indoor,2026-07-07 08:00:00,27.47,52.73,30.16,-2.120000000000001,129.2,8,5.0,Urgent
indoor_cycle02,indoor,2026-07-07 09:00:00,25.94,52.35,28.71,-2.84,178.7,9,4.0,Urgent
indoor_cycle02,indoor,2026-07-07 10:00:00,27.5,52.29,28.42,-2.349999999999998,201.2,10,3.0,Urgent
indoor_cycle02,indoor,2026-07-07 11:00:00,27.59,54.51,27.1,-3.0599999999999987,159.1,11,2.0,Urgent
indoor_cycle02,indoor,2026-07-07 12:00:00,27.7,51.46,25.44,-3.27,202.7,12,1.0,Urgent
indoor_cycle02,indoor,2026-07-07 13:00:00,27.56,53.21,24.72,-3.700000000000003,179.4,13,0.0,Urgent
indoor_cycle03,indoor,2026-07-07 19:00:00,26.45,52.69,86.28,-2.950000000000003,167.4,19,68.0,Not_Urgent
indoor_cycle03,indoor,2026-07-07 20:00:00,26.25,59.69,85.8,-2.700000000000003,134.5,20,67.0,Not_Urgent
indoor_cycle03,indoor,2026-07-07 21:00:00,24.93,58.74,84.97,-2.5700000000000074,163.1,21,66.0,Not_Urgent
indoor_cycle03,indoor,2026-07-07 22:00:00,26.17,52.19,84.08,-2.200000000000003,198.9,22,65.0,Not_Urgent
indoor_cycle03,indoor,2026-07-07 23:00:00,26.07,56.81,83.16,-2.640000000000001,159.6,23,64.0,Not_Urgent
indoor_cycle03,indoor,2026-07-08 00:00:00,25.53,56.18,81.91,-3.0600000000000023,187.6,0,63.0,Not_Urgent
indoor_cycle03,indoor,2026-07-08 01:00:00,26.96,53.72,81.1,-2.980000000000004,130.2,1,62.0,Not_Urgent
indoor_cycle03,indoor,2026-07-08 02:00:00,26.03,57.74,79.79,-3.3699999999999903,116.2,2,61.0,Not_Urgent
indoor_cycle03,indoor,2026-07-08 03:00:00,25.91,53.93,79.44,-2.469999999999999,129.8,3,60.0,Not_Urgent
indoor_cycle03,indoor,2026-07-08 04:00:00,26.49,55.18,78.97,-2.1299999999999955,124.2,4,59.0,Not_Urgent
indoor_cycle03,indoor,2026-07-08 05:00:00,25.8,59.17,78.57,-1.220000000000013,144.8,5,58.0,Not_Urgent
indoor_cycle03,indoor,2026-07-08 06:00:00,25.85,54.32,77.74,-1.7000000000000028,96.1,6,57.0,Not_Urgent
indoor_cycle03,indoor,2026-07-08 07:00:00,26.25,56.09,76.52,-2.450000000000003,197.3,7,56.0,Not_Urgent
indoor_cycle03,indoor,2026-07-08 08:00:00,26.59,50.98,75.59,-2.9799999999999898,221.5,8,55.0,Not_Urgent
indoor_cycle03,indoor,2026-07-08 09:00:00,27.07,53.17,74.69,-3.049999999999997,182.2,9,54.0,Not_Urgent
indoor_cycle03,indoor,2026-07-08 10:00:00,26.95,51.47,73.89,-2.6299999999999955,184.0,10,53.0,Not_Urgent
indoor_cycle03,indoor,2026-07-08 11:00:00,27.02,52.85,72.47,-3.1200000000000045,183.5,11,52.0,Not_Urgent
indoor_cycle03,indoor,2026-07-08 12:00:00,25.91,55.23,72.11,-2.5799999999999983,214.9,12,51.0,Not_Urgent
indoor_cycle03,indoor,2026-07-08 13:00:00,27.24,51.66,71.37,-2.519999999999996,160.5,13,50.0,Not_Urgent
indoor_cycle03,indoor,2026-07-08 14:00:00,26.63,57.22,70.03,-2.4399999999999977,203.4,14,49.0,Not_Urgent
indoor_cycle03,indoor,2026-07-08 15:00:00,27.49,50.41,68.95,-3.1599999999999966,167.8,15,48.0,Not_Urgent
indoor_cycle03,indoor,2026-07-08 16:00:00,26.02,55.53,68.14,-3.230000000000004,165.2,16,47.0,Soon
indoor_cycle03,indoor,2026-07-08 17:00:00,26.81,55.46,66.91,-3.1200000000000045,153.1,17,46.0,Soon
indoor_cycle03,indoor,2026-07-08 18:00:00,25.35,56.54,66.16,-2.7900000000000063,161.9,18,45.0,Soon
indoor_cycle03,indoor,2026-07-08 19:00:00,26.2,51.87,65.36,-2.780000000000001,168.5,19,44.0,Soon
indoor_cycle03,indoor,2026-07-08 20:00:00,25.69,57.62,64.93,-1.9799999999999895,135.9,20,43.0,Soon
indoor_cycle03,indoor,2026-07-08 21:00:00,25.07,56.52,63.56,-2.5999999999999943,124.4,21,42.0,Soon
indoor_cycle03,indoor,2026-07-08 22:00:00,24.75,59.24,62.74,-2.619999999999997,154.2,22,41.0,Soon
indoor_cycle03,indoor,2026-07-08 23:00:00,25.67,56.0,61.56,-3.3700000000000045,149.2,23,40.0,Soon
indoor_cycle03,indoor,2026-07-09 00:00:00,26.07,55.38,60.72,-2.8400000000000034,142.7,0,39.0,Soon
indoor_cycle03,indoor,2026-07-09 01:00:00,26.18,50.72,59.65,-3.0900000000000034,123.0,1,38.0,Soon
indoor_cycle03,indoor,2026-07-09 02:00:00,26.1,54.54,58.7,-2.8599999999999994,150.4,2,37.0,Soon
indoor_cycle03,indoor,2026-07-09 03:00:00,25.68,53.05,58.14,-2.5799999999999983,153.9,3,36.0,Soon
indoor_cycle03,indoor,2026-07-09 04:00:00,26.24,50.74,57.15,-2.5,170.6,4,35.0,Soon
indoor_cycle03,indoor,2026-07-09 05:00:00,26.15,57.46,55.99,-2.710000000000001,183.3,5,34.0,Soon
indoor_cycle03,indoor,2026-07-09 06:00:00,24.9,51.8,55.14,-3.0,137.5,6,33.0,Soon
indoor_cycle03,indoor,2026-07-09 07:00:00,26.7,52.54,54.48,-2.6700000000000017,164.1,7,32.0,Soon
indoor_cycle03,indoor,2026-07-09 08:00:00,26.38,50.23,53.97,-2.020000000000003,151.5,8,31.0,Soon
indoor_cycle03,indoor,2026-07-09 09:00:00,26.48,55.87,52.24,-2.8999999999999986,159.3,9,30.0,Soon
indoor_cycle03,indoor,2026-07-09 10:00:00,27.6,53.3,51.07,-3.4099999999999966,167.5,10,29.0,Soon
indoor_cycle03,indoor,2026-07-09 11:00:00,27.1,52.89,50.13,-3.839999999999996,239.8,11,28.0,Soon
indoor_cycle03,indoor,2026-07-09 12:00:00,28.19,50.74,48.62,-3.620000000000005,189.3,12,27.0,Soon
indoor_cycle03,indoor,2026-07-09 13:00:00,27.07,57.12,47.81,-3.259999999999998,202.8,13,26.0,Soon
indoor_cycle03,indoor,2026-07-09 14:00:00,27.68,55.27,47.32,-2.8100000000000023,197.1,14,25.0,Soon
indoor_cycle03,indoor,2026-07-09 15:00:00,26.62,52.61,46.2,-2.4199999999999946,176.8,15,24.0,Soon
indoor_cycle03,indoor,2026-07-09 16:00:00,26.86,50.41,45.1,-2.710000000000001,177.6,16,23.0,Urgent
indoor_cycle03,indoor,2026-07-09 17:00:00,26.72,57.05,44.08,-3.240000000000002,177.0,17,22.0,Urgent
indoor_cycle03,indoor,2026-07-09 18:00:00,25.96,50.85,43.17,-3.030000000000001,158.6,18,21.0,Urgent
indoor_cycle03,indoor,2026-07-09 19:00:00,26.16,51.81,42.0,-3.1000000000000014,128.4,19,20.0,Urgent
indoor_cycle03,indoor,2026-07-09 20:00:00,25.98,56.7,41.14,-2.9399999999999977,150.6,20,19.0,Urgent
indoor_cycle03,indoor,2026-07-09 21:00:00,26.56,53.71,40.43,-2.740000000000002,151.9,21,18.0,Urgent
indoor_cycle03,indoor,2026-07-09 22:00:00,25.74,54.23,39.73,-2.270000000000003,154.4,22,17.0,Urgent
indoor_cycle03,indoor,2026-07-09 23:00:00,26.75,52.76,39.01,-2.1300000000000026,146.3,23,16.0,Urgent
indoor_cycle03,indoor,2026-07-10 00:00:00,26.87,55.49,38.6,-1.8299999999999983,170.6,0,15.0,Urgent
indoor_cycle03,indoor,2026-07-10 01:00:00,26.16,57.22,37.43,-2.299999999999997,151.6,1,14.0,Urgent
indoor_cycle03,indoor,2026-07-10 02:00:00,25.69,58.52,36.69,-2.3200000000000003,196.0,2,13.0,Urgent
indoor_cycle03,indoor,2026-07-10 03:00:00,25.73,58.63,36.0,-2.6000000000000014,181.6,3,12.0,Urgent
indoor_cycle03,indoor,2026-07-10 04:00:00,25.75,54.3,35.42,-2.009999999999998,123.1,4,11.0,Urgent
indoor_cycle03,indoor,2026-07-10 05:00:00,25.4,53.08,34.5,-2.1899999999999977,149.3,5,10.0,Urgent
indoor_cycle03,indoor,2026-07-10 06:00:00,26.93,52.5,33.72,-2.280000000000001,169.7,6,9.0,Urgent
indoor_cycle03,indoor,2026-07-10 07:00:00,26.36,56.04,32.72,-2.700000000000003,137.9,7,8.0,Urgent
indoor_cycle03,indoor,2026-07-10 08:00:00,26.85,54.98,31.07,-3.43,175.8,8,7.0,Urgent
indoor_cycle03,indoor,2026-07-10 09:00:00,26.68,51.9,30.3,-3.419999999999998,165.8,9,6.0,Urgent
indoor_cycle03,indoor,2026-07-10 10:00:00,26.92,55.81,29.51,-3.2099999999999973,213.1,10,5.0,Urgent
indoor_cycle03,indoor,2026-07-10 11:00:00,26.95,53.76,28.34,-2.7300000000000004,177.6,11,4.0,Urgent
indoor_cycle03,indoor,2026-07-10 12:00:00,27.62,48.71,26.83,-3.4700000000000024,221.0,12,3.0,Urgent
indoor_cycle03,indoor,2026-07-10 13:00:00,27.08,51.62,25.75,-3.7600000000000016,194.4,13,2.0,Urgent
indoor_cycle03,indoor,2026-07-10 14:00:00,27.69,57.86,25.03,-3.3099999999999987,181.1,14,1.0,Urgent
indoor_cycle03,indoor,2026-07-10 15:00:00,26.23,51.4,23.56,-3.27,177.6,15,0.0,Urgent
indoor_cycle04,indoor,2026-07-10 21:00:00,26.35,57.77,85.89,-2.9000000000000057,166.4,21,66.0,Not_Urgent
indoor_cycle04,indoor,2026-07-10 22:00:00,26.64,57.92,84.84,-2.789999999999992,177.6,22,65.0,Not_Urgent
indoor_cycle04,indoor,2026-07-10 23:00:00,25.9,55.37,84.24,-2.6500000000000057,174.1,23,64.0,Not_Urgent
indoor_cycle04,indoor,2026-07-11 00:00:00,26.22,54.02,83.0,-2.890000000000001,150.6,0,63.0,Not_Urgent
indoor_cycle04,indoor,2026-07-11 01:00:00,26.11,55.12,81.93,-2.9099999999999966,122.8,1,62.0,Not_Urgent
indoor_cycle04,indoor,2026-07-11 02:00:00,26.39,60.41,81.01,-3.2299999999999898,143.8,2,61.0,Not_Urgent
indoor_cycle04,indoor,2026-07-11 03:00:00,26.15,58.94,80.08,-2.9200000000000017,148.1,3,60.0,Not_Urgent
indoor_cycle04,indoor,2026-07-11 04:00:00,26.36,55.47,79.17,-2.760000000000005,141.1,4,59.0,Not_Urgent
indoor_cycle04,indoor,2026-07-11 05:00:00,26.64,52.43,78.53,-2.480000000000004,152.7,5,58.0,Not_Urgent
indoor_cycle04,indoor,2026-07-11 06:00:00,26.72,51.19,77.57,-2.510000000000005,138.8,6,57.0,Not_Urgent
